,web_url,pub_date,document_type,news_desk,section_name,type_of_material,main_headline,print_headline,by
453,https://www.nytimes.com/2020/01/04/world/australia/fires-scott-morrison.html,2020-01-05T04:49:35+0000,article,Foreign,World,News Analysis,"As Fires Rage, Australia Sees Its Leader as Missing in Action",‘You Left the Country to Burn’: Australia’s Leader Dodges a Nation’s Fury,"Livia Albeck-Ripka, Jamie Tarabay and Isabella Kwai"
454,https://www.nytimes.com/2020/01/05/fashion/weddings/candace-vickery-kimberly-rose.html,2020-01-05T05:00:00+0000,article,Society,Fashion & Style,News,"Candace Vickery, Kimberly Rose","Candace Vickery, Kimberly Rose",
455,https://www.nytimes.com/2020/01/05/fashion/weddings/michelle-yampolsky-matthew-gomez.html,2020-01-05T05:00:00+0000,article,Society,Fashion & Style,News,"Michelle Yampolsky, Matthew Gomez","Michelle Yampolsky, Matthew Gomez",
456,https://www.nytimes.com/2020/01/05/fashion/weddings/talia-sukol-andrew-karas.html,2020-01-05T05:00:00+0000,article,Society,Fashion & Style,News,"Talia Sukol, Andrew Karas","Talia Sukol, Andrew Karas",
457,https://www.nytimes.com/2020/01/05/fashion/weddings/hilary-rogers-jeffrey-mauro.html,2020-01-05T05:00:00+0000,article,Society,Fashion & Style,News,"Hilary Rogers, Jeffrey Mauro","Hilary Rogers, Jeffrey Mauro",
458,https://www.nytimes.com/2020/01/05/fashion/weddings/zoe-harris-simon-lazarre-bloom.html,2020-01-05T05:00:00+0000,article,Society,Fashion & Style,News,"Zoë Harris, Simon Lazarre-Bloom","Zoë Harris, Simon Lazarre-Bloom",
459,https://www.nytimes.com/2020/01/05/fashion/weddings/supriya-menon-steven-lesser.html,2020-01-05T05:00:01+0000,article,Society,Fashion & Style,News,"Supriya Menon, Steven Lesser","Supriya Menon, Steven Lesser",
460,https://www.nytimes.com/2020/01/05/fashion/weddings/erin-mills-mark-haslinger-jr.html,2020-01-05T05:05:00+0000,article,Society,Fashion & Style,News,"Erin Mills, Mark Haslinger Jr.","Erin Mills, Mark Haslinger Jr.",
464,https://www.nytimes.com/2020/01/05/fashion/weddings/brittany-rae-gregory-franklin-rivers-iii.html,2020-01-05T05:10:00+0000,article,Society,Fashion & Style,News,"Brittany-Rae Gregory, Franklin Rivers III","Brittany-Rae Gregory, Franklin Rivers III",
463,https://www.nytimes.com/2020/01/05/fashion/weddings/remy-gordon-jared-chariton.html,2020-01-05T05:10:00+0000,article,Society,Fashion & Style,News,"Remy Gordon, Jared Chariton","Remy Gordon, Jared Chariton",
465,https://www.nytimes.com/2020/01/05/fashion/weddings/christie-lee-aaron-applbaum.html,2020-01-05T05:10:00+0000,article,Society,Fashion & Style,News,"Christie Lee, Aaron Applbaum","Christie Lee, Aaron Applbaum",
461,https://www.nytimes.com/2020/01/05/fashion/weddings/maggie-kiselick-brendan-milnamow.html,2020-01-05T05:10:00+0000,article,Society,Fashion & Style,News,"Maggie Kiselick, Brendan Milnamow","Maggie Kiselick, Brendan Milnamow",
462,https://www.nytimes.com/2020/01/05/fashion/weddings/pekham-pal-nicholas-santangelo.html,2020-01-05T05:10:00+0000,article,Society,Fashion & Style,News,"Pekham Pal, Nicholas Santangelo","Pekham Pal, Nicholas Santangelo",
466,https://www.nytimes.com/2020/01/05/pageoneplus/corrections-jan-5-2020.html,2020-01-05T05:20:54+0000,article,Corrections,Corrections,Correction,"Corrections: Jan. 5, 2020",Corrections,
467,https://www.nytimes.com/2020/01/05/arts/television/whats-on-tv-sunday-the-golden-globe-awards-and-tolkien.html,2020-01-05T06:00:07+0000,article,Culture,Arts,News,What’s on TV Sunday: The Golden Globe Awards and ‘Tolkien’,What’s On Sunday,Sara Aridi
468,https://www.nytimes.com/2020/01/05/world/africa/al-shabab-camp-simba-kenya.html,2020-01-05T06:32:55+0000,article,Foreign,World,News,3 Americans Die in Shabab Attack on Kenyan Base,3 Americans Are Dead In Kenyan Base Attack,Eric Schmitt and Thomas Gibbons-Neff
469,https://www.nytimes.com/2020/01/05/business/japan-carlos-ghosn.html,2020-01-05T07:11:27+0000,article,Business,Business Day,News,Japan Defends Its Justice System After Carlos Ghosn’s Flight,Ghosn Flight Puts Japan On Defensive About Courts,Ben Dooley and Makiko Inoue
470,https://www.nytimes.com/2020/01/05/nyregion/nyc-tech-facebook-amazon-google.html,2020-01-05T08:00:11+0000,article,Metro,New York,News,Silicon Valley’s Newest Rival: The Banks of the Hudson,Silicon Skyline: Tech Hub Rises In Manhattan,Matthew Haag
471,https://www.nytimes.com/2020/01/05/nyregion/metropolitan-diary.html,2020-01-05T08:00:13+0000,article,Metropolitan,New York,News,‘There Was a Woman Sitting Alone at the End of the Bar’,,
472,https://www.nytimes.com/2020/01/05/world/canada/nunavik-midwives-indigenous.html,2020-01-05T08:00:17+0000,article,Foreign,World,News,Giving Birth Where the Family Is,An Inuit Right Restored: To Give Birth ‘Where My Family Is’,Amber Bracken and Megan Specia
473,https://www.nytimes.com/2020/01/05/world/europe/german-tourists-italy-dead.html,2020-01-05T09:30:51+0000,article,Foreign,World,News,"Car Plows Into German Tourists in Italy, Killing 6 and Injuring 11","Car Plows Into Group of Tourists in Italy, Killing 6",Elisabetta Povoledo
474,https://www.nytimes.com/2020/01/05/us/harvey-weinstein-trial.html,2020-01-05T10:00:04+0000,article,Investigative,U.S.,News,All Bets Are Off as Harvey Weinstein’s Sexual Assault Trial Opens Today,The #MeToo Movement Is Vast. The Weinstein Trial Is Narrow.,"Megan Twohey, Jodi Kantor and Jan Ransom"
475,https://www.nytimes.com/2020/01/05/us/iran-world-war-3-draft.html,2020-01-05T10:00:09+0000,article,National,U.S.,News,"For a Post-9/11 Generation, War Isn’t New but Fears of Another One Are",A Generation Familiar With War Confronts Fears of Another Conflict,Nicholas Bogel-Burroughs
476,https://www.nytimes.com/2020/01/05/neediest-cases/taekwondo-lessons-single-parent.html,2020-01-05T10:00:09+0000,article,Metro,Neediest Cases,News,Taekwondo Gave 2 Children an Outlet. It Gave Their Mother a Break.,Taekwondo Provided an Outlet for 2 Children. And It Gave Their Mother a Break.,Rebecca Liebson
477,https://www.nytimes.com/2020/01/05/reader-center/psychotherapy-keith-ablow.html,2020-01-05T10:00:09+0000,article,Summary,Reader Center,News,A Reporter’s Dive Into the Legal Deep of Psychotherapy,Analyzing a Celebrity Psychiatrist,Ginia Bellafante
478,https://www.nytimes.com/2020/01/05/realestate/homes-that-sold-for-around-600000.html,2020-01-05T10:00:10+0000,article,RealEstate,Real Estate,News,"Homes That Sold for Around $600,000",,C. J. Hughes
479,https://www.nytimes.com/2020/01/05/science/europa-rover-antarctica.html,2020-01-05T10:00:12+0000,article,Science,Science,News,This Robot’s Journey to an Icy Alien Moon Starts Beneath Antarctica,A Mission to an Icy Moon Starts Beneath Antarctica,David W. Brown
480,https://www.nytimes.com/2020/01/05/briefing/iraq-soleimani-australia-golden-globes.html,2020-01-05T10:51:03+0000,article,NYTNow,Briefing,briefing,"Iraq, Australia, Golden Globes: Your Weekend Briefing",,Remy Tumin and Stephen Reiss
481,https://www.nytimes.com/2020/01/05/business/the-week-in-business-a-former-auto-titans-shocking-escape.html,2020-01-05T12:00:06+0000,article,SundayBusiness,Business Day,News,The Week in Business: A Former Auto Titan’s Shocking Escape,,Charlotte Cowles
482,https://www.nytimes.com/2020/01/05/world/middleeast/iran-general-soleimani-iraq.html,2020-01-05T13:21:39+0000,article,Foreign,World,News,Iran Ends Nuclear Limits as Killing of Iranian General Upends Mideast,Standoff Builds As Iran Drops Nuclear Limits,"Alissa J. Rubin, Ben Hubbard, Farnaz Fassihi and Steven Erlanger"
483,https://www.nytimes.com/2020/01/05/us/Pennsylvania-Turnpike-accident.html,2020-01-05T14:01:32+0000,article,Express,U.S.,News,"5 Dead and 60 Injured in Pennsylvania Turnpike Multi-Vehicle Crash, Officials Say","5 Are Dead and 60 Are Injured in a Crash on the Pa. Turnpike, Officials Say","Johnny Diaz, Mihir Zaveri and Jeffrey E. Singer"
484,https://www.nytimes.com/slideshow/2020/01/05/fashion/runway-mens/chalayan-fall-2020.html,2020-01-05T14:36:07+0000,multimedia,Fashion & Style,Fashion & Style,Slideshow,Chalayan: Fall 2020,,
485,https://www.nytimes.com/2020/01/05/arts/music/wackies-reggae-lloyd-barnes.html,2020-01-05T15:00:08+0000,article,Culture,Arts,News,"40 Years Later, Reggae’s Heart Still Beats in the Bronx",A Reggae Heart Beating in the Bronx,Brandon Wilner
486,https://www.nytimes.com/2020/01/05/movies/golden-globes-2020-parties.html,2020-01-05T15:18:41+0000,article,Culture,Movies,News,Golden Globe Parties: Everyone Wants to Meet the Man Who Made ‘Parasite’,,Kyle Buchanan
487,https://www.nytimes.com/2020/01/05/dining/what-to-cook-this-week.html,2020-01-05T15:30:00+0000,article,Dining,Food,News,What to Cook This Week,,Sam Sifton
488,https://www.nytimes.com/2020/01/05/sports/football/tom-bradys-patriots-titans-playoffs.html,2020-01-05T15:40:07+0000,article,Sports,Sports,News,Tom Brady’s Last Pass Puts His Patriots Future in Doubt,"After Painful Loss by Pats, Brady’s Future Is in Doubt",Bill Pennington
489,https://www.nytimes.com/2020/01/05/us/politics/us-isis-iran.html,2020-01-05T15:53:08+0000,article,Washington,U.S.,News,U.S.-Led Coalition Halts ISIS Fight as It Steels for Iranian Attacks,U.S. Halts ISIS Fight in Iraq and Syria,Thomas Gibbons-Neff and Eric Schmitt
490,https://www.nytimes.com/2020/01/05/opinion/suleimani-iran-trump.html,2020-01-05T16:14:43+0000,article,OpEd,Opinion,Op-Ed,The Long Battle With Iran,,Ryan C. Crocker
491,https://www.nytimes.com/video/world/middleeast/100000006904547/iran-funeral-soleimani.html,2020-01-05T16:27:29+0000,multimedia,,World,Video,Huge Crowds Gather to Mourn Iran’s Top Commander,,Nilo Tabrizy
492,https://www.nytimes.com/2020/01/05/world/middleeast/Iran-us-trump.html,2020-01-05T16:30:25+0000,article,Foreign,World,News,Outrage in Iran After Killing of Suleimani: Here’s What You Need to Know,,
493,https://www.nytimes.com/2020/01/05/opinion/letters/prison-reform.html,2020-01-05T17:00:06+0000,article,Letters,Opinion,Letter,"On Prison Reform, From the Inside","On Prison Reform, From the Inside",
494,https://www.nytimes.com/2020/01/05/movies/golden-globes.html,2020-01-05T17:00:09+0000,article,Culture,Movies,News,‘Once Upon a Time … in Hollywood’ and ‘1917’ Win Top Awards at Golden Globes,"On This Night, Old Hollywood Holds Off New",Brooks Barnes and Nicole Sperling
495,https://www.nytimes.com/2020/01/05/opinion/letters/trump-debt-united-states.html,2020-01-05T17:00:10+0000,article,Letters,Opinion,Letter,When the ‘King of Debt’ Is the President,,
496,https://www.nytimes.com/2020/01/05/world/middleeast/pompeo-trump-iran.html,2020-01-05T18:26:26+0000,article,Washington,World,News,Pompeo Warns Iran’s Leaders U.S. Could Attack Them if They Retaliate,‘America Will Respond’: Pompeo Doubles Down on Threats of Retaliation,Edward Wong
497,https://www.nytimes.com/2020/01/05/us/politics/pete-buttigieg-military-iran.html,2020-01-05T18:42:53+0000,article,Politics,U.S.,News,"Buttigieg’s Bet: After Iran Strike, Military Experience Matters Even More","Buttigieg’s Bet: After Iran Strike, a Military Past Matters Even More",Reid J. Epstein
498,https://www.nytimes.com/2020/01/05/business/boeing-737-max.html,2020-01-05T18:47:17+0000,article,Business,Business Day,News,It’s Not Just Software: New Safety Risks Under Scrutiny on Boeing’s 737 Max,"As Boeing Scrutinizes 737 Max, New Safety Risks Come to Light",Natalie Kitroeff and David Gelles
499,https://www.nytimes.com/2020/01/05/nyregion/anti-semitism-solidarity-march-nyc.html,2020-01-05T18:54:36+0000,article,Metro,New York,News,Solidarity March Against Anti-Semitism: Thousands Rally After Attacks,Multitudes March in Solidarity After Anti-Semitic Attacks,Christina Goldbaum and Matthew Sedacca
