,web_url,pub_date,document_type,news_desk,section_name,type_of_material,main_headline,print_headline,by
226,https://www.nytimes.com/2020/01/02/pageoneplus/corrections-jan-3-2020.html,2020-01-03T04:07:33+0000,article,Corrections,Corrections,Correction,"Corrections: Jan. 3, 2020",Corrections,
227,https://www.nytimes.com/2020/01/02/us/girls-do-porn-lawsuit-award.html,2020-01-03T04:13:53+0000,article,Express,U.S.,News,Judge Awards Nearly $13 Million to Women Who Say They Were Exploited by Porn Producers,Judge Rules for Women Exploited in Porn,Michael Levenson
228,https://www.nytimes.com/2020/01/02/world/trump-qassim-suleimani-twitter.html,2020-01-03T04:52:03+0000,article,Express,World,News,Killing of Iranian Commander Is Met With Criticism and Tough Talk,,Neil Vigdor
229,https://www.nytimes.com/2020/01/02/us/politics/us-iran-war.html,2020-01-03T04:57:27+0000,article,Washington,U.S.,News,U.S. Strike on Iranian General Divides Congress,G.O.P. Sees Justice for Military Families; Democrats Fear a New War,Catie Edmondson
230,https://www.nytimes.com/2020/01/03/style/modern-love-trying-to-keep-up-with-grandmas-love-life.html,2020-01-03T05:00:08+0000,article,Styles,Style,News,Trying to Keep Up With Grandma’s Love Life,Trying to Keep Up With Grandma’s Love Life,Jake Maynard
231,https://www.nytimes.com/interactive/2020/01/03/world/middleeast/iraq-embassy-baghdad-airport-attack.html,2020-01-03T05:03:01+0000,multimedia,World,World,Interactive Feature,Maps: How the Confrontation Between the U.S. and Iran Escalated,,"Sarah Almukhtar, Falih Hassan, K.K. Rebecca Lai, Lauren Leatherby, Allison McCann, Anjali Singhvi and Jin Wu"
232,https://www.nytimes.com/2020/01/03/arts/television/whats-on-tv-friday-an-ilana-glazer-stand-up-special-and-little-women.html,2020-01-03T06:00:05+0000,article,Weekend,Arts,News,What’s on TV Friday: An Ilana Glazer Stand-Up Special and ‘Little Women’,What’s On Friday,Gabe Cohn
233,https://www.nytimes.com/2020/01/03/briefing/Iran-Carlos-Ghosn-Australia.html,2020-01-03T06:01:13+0000,article,NYTNow,Briefing,briefing,"Iran, Carlos Ghosn, Australia: Your Friday Briefing",,Mike Ives
234,https://www.nytimes.com/2020/01/03/world/australia/fires-latest.html,2020-01-03T06:30:07+0000,article,Foreign,World,News,Bracing for an Even Worse Weekend of Australia Fires,,"Isabella Kwai, Daniel Victor and Jamie Tarabay"
235,https://www.nytimes.com/2020/01/03/learning/word-quiz-insipid.html,2020-01-03T07:00:01+0000,article,Learning,The Learning Network,News,Word + Quiz: insipid,,The Learning Network
236,https://www.nytimes.com/2020/01/03/business/iran-oil.html,2020-01-03T07:29:33+0000,article,Business,Business Day,News,"Oil Prices Jump, and Stocks Slide, After U.S. Kills Iranian General",Oil Prices Spike After U.S. Kills a Top Iranian,Alexandra Stevenson and Stanley Reed
237,https://www.nytimes.com/2020/01/03/opinion/australia-fires-climate-change.html,2020-01-03T07:55:56+0000,article,OpEd,Opinion,Op-Ed,Australia Is Committing Climate Suicide,Australia Is Committing Climate Suicide,Richard Flanagan
238,https://www.nytimes.com/2020/01/03/learning/head-spinning.html,2020-01-03T08:00:02+0000,article,Learning,The Learning Network,News,Head Spinning,,The Learning Network
239,https://www.nytimes.com/interactive/2020/01/03/briefing/iraq-carlos-ghosn-vaping-news-quiz.html,2020-01-03T08:30:01+0000,multimedia,Briefing,Briefing,Interactive Feature,"News Quiz: Iraq, Carlos Ghosn, Vaping",,"Chris Stanford, Will Dudding and Anna Schaverien"
240,https://www.nytimes.com/2020/01/03/business/carlos-ghosn-cameras.html,2020-01-03T08:59:43+0000,article,Business,Business Day,News,Carlos Ghosn Was Aided in Flight From Japan by Former Green Beret,A Green Beret and a Turkish Jet Company Aided in a Stunning Escape,Ben Dooley and David Yaffe-Bellany
241,https://www.nytimes.com/2020/01/03/learning/lesson-of-the-day-chinese-restaurants-are-closing-thats-a-good-thing-the-owners-say.html,2020-01-03T09:00:02+0000,article,Learning,The Learning Network,News,"Lesson of the Day: ‘Chinese Restaurants Are Closing. That’s a Good Thing, the Owners Say.’",,Nicole Daniels
242,https://www.nytimes.com/interactive/2020/01/03/well/live/03healthquiz-01032010.html,2020-01-03T10:00:02+0000,multimedia,Well,Well,Interactive Feature,"Weekly Health Quiz: Sugar, Brain Health and Foods for Sleep",,Toby Bilanow
243,https://www.nytimes.com/interactive/2020/01/03/opinion/robert-pinsky-privacy-poem.html,2020-01-03T10:00:02+0000,multimedia,Opinion,Opinion,Interactive Feature,Privacy,,Robert Pinsky
244,https://www.nytimes.com/interactive/2020/01/03/opinion/matthew-zapruder-privacy-poem.html,2020-01-03T10:00:02+0000,multimedia,Opinion,Opinion,Interactive Feature,My Phones,,Matthew Zapruder
245,https://www.nytimes.com/interactive/2020/01/03/opinion/alex-berenson-privacy-protest.html,2020-01-03T10:00:03+0000,multimedia,Opinion,Opinion,Interactive Feature,The Protest,,Alex Berenson
246,https://www.nytimes.com/interactive/2020/01/03/opinion/amadou-diallo-the-countdown.html,2020-01-03T10:00:03+0000,multimedia,Opinion,Opinion,Interactive Feature,The Countdown,,Amadou Diallo
247,https://www.nytimes.com/interactive/2020/01/03/opinion/jennifer-kronovet-privacy-poem.html,2020-01-03T10:00:03+0000,multimedia,Opinion,Opinion,Interactive Feature,From the Analyst Sifting Through Our Digital Traces,,Jennifer Kronovet
248,https://www.nytimes.com/interactive/2020/01/03/opinion/eric-kaplan-dating-profile.html,2020-01-03T10:00:03+0000,multimedia,Opinion,Opinion,Interactive Feature,Confessions of a Dating Profile,,Eric Kaplan
249,https://www.nytimes.com/interactive/2020/01/03/opinion/jessica-powell-parent-teacher-association.html,2020-01-03T10:00:03+0000,multimedia,Opinion,Opinion,Interactive Feature,Parent-Teacher Association,,Jessica Powell
251,https://www.nytimes.com/interactive/2020/01/03/opinion/brian-turner-alexa-poem.html,2020-01-03T10:00:04+0000,multimedia,Opinion,Opinion,Interactive Feature,"Alexa, Awake",,Brian Turner
250,https://www.nytimes.com/2020/01/03/books/review/revisiting-american-short-stories-selected-by-john-updike.html,2020-01-03T10:00:04+0000,article,BookReview,Books,News,Revisiting American Short Stories Selected by John Updike,From Our Archives,
252,https://www.nytimes.com/2020/01/03/books/review/new-paperbacks.html,2020-01-03T10:00:05+0000,article,BookReview,Books,List,New in Paperback: ‘The Schoolhouse Gate’ and ‘Ghost Wall’,Paperback Row,Maria Russo
253,https://www.nytimes.com/2020/01/03/books/review/letters-to-the-editor.html,2020-01-03T10:00:05+0000,article,BookReview,Books,Letter,Giving Credit Where Credit Is Due,,
254,https://www.nytimes.com/2020/01/03/books/review/crime-fiction-marilyn-stasio.html,2020-01-03T10:00:07+0000,article,BookReview,Books,News,"Crime Sprees, Both Creepy and Comic",And Then There Were None,Marilyn Stasio
255,https://www.nytimes.com/interactive/2020/01/03/upshot/who-do-you-recognize-quiz-results.html,2020-01-03T10:00:08+0000,multimedia,The Upshot,The Upshot,Interactive Feature,"We Asked You to Name These Athletes, Politicians and Celebrities. Here’s How You Did.",,Josh Katz and Kevin Quealy
256,https://www.nytimes.com/2020/01/03/books/review/uncanny-valley-anna-wiener.html,2020-01-03T10:00:09+0000,article,BookReview,Books,Review,A Tech Insider Stylishly Chronicles Her Industry’s ‘Uncanny Valley’,Data Miner,Lauren Oyler
257,https://www.nytimes.com/interactive/2020/01/03/opinion/jillian-weise-stealth.html,2020-01-03T10:00:09+0000,multimedia,Opinion,Opinion,Interactive Feature,Stealth,,Jillian Weise
258,https://www.nytimes.com/2020/01/03/business/media/saudi-arabia-dissident-al-masrir.html,2020-01-03T10:00:10+0000,article,SundayBusiness,Business Day,News,"He Mocks Saudi Arabia on YouTube. Yes, He Fears for His Safety.",YouTube Satirist Has the Saudis’ Strict Attention,David Segal
260,https://www.nytimes.com/2020/01/03/well/family/father-son-divorce-wedding-speech-love-relationships.html,2020-01-03T10:00:11+0000,article,Well,Well,News,A Speech About Love for My Father’s Third Wedding,,Kenneth R. Rosen
259,https://www.nytimes.com/2020/01/03/science/quadrantids-meteor-shower-2020.html,2020-01-03T10:00:11+0000,article,Science,Science,News,Quadrantids Meteor Shower 2020: Watch It Peak in Night Skies,,Nicholas St. Fleur
261,https://www.nytimes.com/2020/01/03/business/work-friend-office-cupcakes.html,2020-01-03T10:00:12+0000,article,SundayBusiness,Business Day,News,Office Treats Bring Out the Worst of Humanity,The Case of the Hijacked Pastries,Caity Weaver
262,https://www.nytimes.com/2020/01/03/upshot/minimum-wage-boost-bottom-earners.html,2020-01-03T10:00:13+0000,article,Upshot,The Upshot,News,Pay Is Rising Fastest for Low Earners. One Reason? Minimum Wages.,"Wages Rise At Low End, Gilding Data",Ernie Tedeschi
263,https://www.nytimes.com/2020/01/03/opinion/bolsonaro-duvivier-brazil.html,2020-01-03T10:00:14+0000,article,OpEd,Opinion,Op-Ed,Bolsonaro Doesn’t Deserve the Nickname ‘Trump of the Tropics.’ (Not Even That!),,Gregorio Duvivier
264,https://www.nytimes.com/2020/01/03/well/eat/School-cafeteria-lunch-children-health-foodcorps-sweetgreen.html,2020-01-03T10:00:14+0000,article,Well,Well,News,What if Children Ran the School Lunchroom?,Putting Students in Charge of the Cafeteria,Anahad O'Connor
265,https://www.nytimes.com/2020/01/03/opinion/the-irishman-movie-chuckie-obrien.html,2020-01-03T10:00:16+0000,article,OpEd,Opinion,Op-Ed,How ‘The Irishman’ Maligns My Stepfather,,Jack Goldsmith
266,https://www.nytimes.com/2020/01/03/nyregion/ada-calhoun-midlife-crisis.html,2020-01-03T10:00:17+0000,article,Metropolitan,New York,News,How a Voice of Female Gen X Anxiety Spends Her Sundays,"A Rough Year, Eased by Her Own Writing",Hilary Howard
267,https://www.nytimes.com/2020/01/03/opinion/trump-iran-suleimani-assassination-baghdad.html,2020-01-03T10:00:18+0000,article,OpEd,Opinion,Op-Ed,Trump’s Ground Game Against Iran,,Michael Doran
269,https://www.nytimes.com/2020/01/03/nyregion/uber-lyft-price.html,2020-01-03T10:00:19+0000,article,Metropolitan,New York,News,Why Your Uber Ride Can Cost as Much as a Plane Ticket,Why an Uber Costs More Than Your Flight,Ginia Bellafante
268,https://www.nytimes.com/2020/01/03/learning/what-era-do-you-wish-you-had-grown-up-in.html,2020-01-03T10:00:19+0000,article,Learning,The Learning Network,News,What Era Do You Wish You Had Grown Up In?,,Jeremy Engle
270,https://www.nytimes.com/2020/01/03/us/anti-semitism-hate-crimes.html,2020-01-03T10:00:23+0000,article,National,U.S.,News,"‘A Different Era’: Anti-Semitic Crimes, and Efforts to Track Them, Climb",Scrutiny Reveals a Rise in Anti-Semitic Crimes,Adeel Hassan
271,https://www.nytimes.com/2020/01/03/us/idaho-outlaw-remains-found.html,2020-01-03T10:00:24+0000,article,Express,U.S.,News,Headless Body in Cave Is Identified as 1916 Ax Murder Suspect,DNA Database Is Used to ID Headless Body Found in Cave,Heather Murphy
272,https://www.nytimes.com/2020/01/03/opinion/joe-biden-age.html,2020-01-03T10:00:24+0000,article,OpEd,Opinion,Op-Ed,The Case for a One-Term Joe,The Case for a One-Term President Biden,Timothy Egan
273,https://www.nytimes.com/2020/01/03/business/hong-kong-protests-future.html,2020-01-03T10:00:24+0000,article,Business,Business Day,News,"Hong Kong Considers the Future: ‘If You Can Afford It, Leave’",A City of Possibilities Where the Best Choice May Be to Leave,Alexandra Stevenson
274,https://www.nytimes.com/2020/01/03/realestate/so-you-want-to-join-your-co-op-board.html,2020-01-03T10:00:24+0000,article,RealEstate,Real Estate,News,So You Want to Join Your Co-op Board?,So You’re on Your Co-op Board,Jonathan Vatner
275,https://www.nytimes.com/2020/01/03/sports/ncaabasketball/college-basketball-assistant-coaches.html,2020-01-03T10:00:25+0000,article,Sports,Sports,News,The Sages of College Basketball: Older Coaches Helping Glory Day Hires,The Gray Eminences Guiding Ex-Stars Who Return as Coaches,Brandon Lilly
277,https://www.nytimes.com/2020/01/03/style/hype-house-los-angeles-tik-tok.html,2020-01-03T10:00:34+0000,article,Styles,Style,News,Hype House and the Los Angeles TikTok Mansion Gold Rush,Constant Hype at the TikTok Mansion,Taylor Lorenz
276,https://www.nytimes.com/2020/01/03/opinion/simple-health-advice.html,2020-01-03T10:00:34+0000,article,OpEd,Opinion,Op-Ed,"How to Be Healthy, in Just 48 Words",,Yoni Freedhoff
280,https://www.nytimes.com/2020/01/03/us/politics/pete-buttigieg-celebrity-donors.html,2020-01-03T10:00:35+0000,article,Politics,U.S.,News,Pete Buttigieg and the One Percent,Pete Buttigieg and the 1 Percent,Jacob Bernstein
278,https://www.nytimes.com/2020/01/03/nyregion/Archive-of-Contemporary-Music-NYC.html,2020-01-03T10:00:35+0000,article,Metropolitan,New York,News,Wanted: A Home for Three Million Records,Sounds in Search of Space,Derek M. Norman
279,https://www.nytimes.com/2020/01/03/nyregion/ruth-willig-oldest-death.html,2020-01-03T10:00:35+0000,article,Metropolitan,New York,News,She Is 96 and Does Not Fear Her Death. But Do Her Children?,The Last One Standing,John Leland
281,https://www.nytimes.com/2020/01/03/movies/oscars-screenplay.html,2020-01-03T10:00:36+0000,article,Arts&Leisure,Movies,News,The Mystery of the Oscars: How Do You Really Vote for a Script?,The Award for Best Words,Wesley Morris
282,https://www.nytimes.com/2020/01/03/books/review/uncanny-valley-a-memoir-by-anna-wiener-an-excerpt.html,2020-01-03T10:01:00+0000,article,BookReview,Books,Review,"‘Uncanny Valley: A Memoir,’ by Anna Wiener: An Excerpt",,
283,https://www.nytimes.com/interactive/2020/01/03/opinion/franny-choi-privacy-poem.html,2020-01-03T10:01:59+0000,multimedia,Opinion,Opinion,Interactive Feature,Unrequited Love Song for the Panopticon,,Franny Choi
284,https://www.nytimes.com/interactive/2020/01/03/opinion/ilya-kaminsky-privacy-poem.html,2020-01-03T10:04:49+0000,multimedia,Opinion,Opinion,Interactive Feature,An Empty Street in Daylight,,Ilya Kaminsky
285,https://www.nytimes.com/interactive/2020/01/03/opinion/jessica-baran-privacy-poem.html,2020-01-03T10:09:06+0000,multimedia,Opinion,Opinion,Interactive Feature,A Charm Against All That,,Jessica Baran
286,https://www.nytimes.com/interactive/2020/01/03/opinion/gish-jen-privacy-surveillance.html,2020-01-03T10:09:16+0000,multimedia,Opinion,Opinion,Interactive Feature,Tell Me Everything,,Gish Jen
287,https://www.nytimes.com/interactive/2020/01/03/opinion/connor-willumsen-privacy-comic.html,2020-01-03T10:13:11+0000,multimedia,Opinion,Opinion,Interactive Feature,I Needed the Discounts,,Connor Willumsen
288,https://www.nytimes.com/2020/01/03/nyregion/nyc-bike-deaths.html,2020-01-03T10:18:56+0000,article,Metro,New York,briefing,A Deadly Year on N.Y.C. Streets,,Emma G. Fitzsimmons
289,https://www.nytimes.com/2020/01/03/world/middleeast/iranian-general-qassem-soleimani-killed.html,2020-01-03T10:58:55+0000,article,Foreign,World,briefing,The Killing of Gen. Qassim Suleimani: What We Know Since the U.S. Airstrike,,
290,https://www.nytimes.com/2020/01/03/us/politics/amy-klobuchar-fundraising.html,2020-01-03T11:00:08+0000,article,Politics,U.S.,News,Klobuchar and Booker Raise More Money but Trail Far Behind 2020 Leaders,More Money for Klobuchar and Booker,Reid J. Epstein and Nick Corasaniti
291,https://www.nytimes.com/2020/01/03/fashion/weddings/Married-37-years-and-divorced-for-now-its-I-Do-Take-24.html,2020-01-03T11:00:09+0000,article,Styles,Fashion & Style,News,I Do. Take 2.,"A Love So Persistent, They Had to Marry Twice",Tammy La Gorce
292,https://www.nytimes.com/2020/01/03/podcasts/the-daily/boeing-crash.html,2020-01-03T11:00:09+0000,article,Podcasts,Podcasts,News,Boeing’s Broken Dreams,,
293,https://www.nytimes.com/2020/01/03/briefing/iran-democrats-carlos-ghosn.html,2020-01-03T11:02:58+0000,article,NYTNow,Briefing,briefing,"Iran, Democrats, Carlos Ghosn: Your Friday Briefing",,Chris Stanford
294,https://www.nytimes.com/2020/01/03/business/dealbook/investors-trump-iran.html,2020-01-03T11:06:11+0000,article,Business,Business Day,News,U.S. Strike Against Iran Rattles Markets,,
295,https://www.nytimes.com/2020/01/10/world/australia/australia-wildfires-photos.html,2020-01-03T11:25:42+0000,article,Foreign,World,News,The Australia Wildfires in Pictures,,The New York Times
296,https://www.nytimes.com/2020/01/03/obituaries/qassem-soleimani-dead.html,2020-01-03T12:33:20+0000,article,Foreign,Obituaries,Obituary (Obit),"Qassim Suleimani, Master of Iran’s Intrigue, Built a Shiite Axis of Power in Mideast",A Mastermind Of Iran’s Clout In the Mideast,"Tim Arango, Ronen Bergman and Ben Hubbard"
297,https://www.nytimes.com/2020/01/03/arts/music/daniil-trifonov-rachmaninof.html,2020-01-03T13:00:08+0000,article,Culture,Arts,Review,"Yes, We Need (Yet) Another Rachmaninoff Recording",New Takes Enhance Standard Repertory,Anthony Tommasini
298,https://www.nytimes.com/2020/01/03/world/australia/australia-fires.html,2020-01-03T13:20:14+0000,article,Foreign,World,News,‘Nowhere Else to Go’: Some Defy Warnings to Flee Australian Fires,"Despite Worsening Conditions, Australians Defy Fire Warnings","Isabella Kwai, Livia Albeck-Ripka, Jamie Tarabay and Matthew Abbott"
299,https://www.nytimes.com/2020/01/03/world/middleeast/suleimani-iran-iraq-strike.html,2020-01-03T13:36:16+0000,article,Washington,World,News,"For Trump, a Risky Decision on Suleimani Is One Other Presidents Had Avoided",Pulling the Trigger on a Target Who Didn’t Hide,"Eric Schmitt, Helene Cooper, Thomas Gibbons-Neff, Maggie Haberman and Peter Baker"
300,https://www.nytimes.com/2020/01/03/opinion/trump-impeachment-pelosi.html,2020-01-03T13:38:12+0000,article,OpEd,Opinion,Op-Ed,Who Ordered Impeachment Light?,,David Leonhardt
301,https://www.nytimes.com/2020/01/03/business/tesla-sales.html,2020-01-03T13:55:06+0000,article,Business,Business Day,News,Tesla Reports Record Output as Elon Musk Achieves Goal,Tesla Reports Record Output as Musk Delivers on Broader Goal,Niraj Chokshi
302,https://www.nytimes.com/2020/01/03/us/ccpa-california-privacy-law.html,2020-01-03T13:57:24+0000,article,National,U.S.,briefing,How California’s New Privacy Law Affects You,,Jill Cowan and Natasha Singer
303,https://www.nytimes.com/2020/01/03/us/politics/elizabeth-warren-fundraising.html,2020-01-03T14:00:10+0000,article,Politics,U.S.,News,"Lagging Rivals, Elizabeth Warren Raised $21.2 Million in 4th Quarter",Warren Says She Raised $21.2 Million In Quarter,Shane Goldmacher and Thomas Kaplan
304,https://www.nytimes.com/2020/01/03/your-money/tips-for-paying-off-your-holiday-credit-card-debt.html,2020-01-03T14:00:11+0000,article,Business,Your Money,News,Tips for Paying Off Your Holiday Credit Card Debt,How to Quickly Recover From a Holiday Debt Hangover,Ann Carrns
305,https://www.nytimes.com/2020/01/03/business/tech-hidden-gems-2019.html,2020-01-03T14:00:13+0000,article,Business,Business Day,News,The Week in Tech: Our Hidden Gems of 2019,Hidden Gems From Times Tech Writers,Nellie Bowles
306,https://www.nytimes.com/2020/01/03/sports/football/nfl-playoffs-wild-card-picks.html,2020-01-03T14:00:14+0000,article,Sports,Sports,News,N.F.L. Playoff Predictions: Our Picks for the Wild-Card Round,A Close Matchup and a Potential Upset,Benjamin Hoffman
307,https://www.nytimes.com/2020/01/03/sports/football/nfl-patriotism.html,2020-01-03T14:00:17+0000,article,Sports,Sports,News,The N.F.L. Wears Patriotism on Its Sleeve. And Its Head. And Its Feet.,Wrapped (or Tangled) in the Flag,Brittainy Newman
308,https://www.nytimes.com/video/world/100000006902197/australia-fires.html,2020-01-03T14:12:54+0000,multimedia,,World,Video,Australia Braces for Worsening Fires,,Storyful
309,https://www.nytimes.com/2020/01/03/world/middleeast/trump-iran-suleimani.html,2020-01-03T14:19:37+0000,article,Washington,World,News Analysis,"For Trump, a Risky Gamble to Deter Iran",Sudden Strike Is the Riskiest U.S. Move in the Middle East Since 2003,David E. Sanger
310,https://www.nytimes.com/2020/01/03/travel/five-places-to-eat-in-paris-with-food-critic-Franois-Regis-Gaudry.html,2020-01-03T14:23:04+0000,article,Travel,Travel,News,Five Places to Dine in Paris With the Author of ‘Let’s Eat France’,A Compelling Argument for the 16th Arrondissement,Lindsey Tramuta
311,https://www.nytimes.com/2020/01/03/realestate/the-year-ended-with-another-big-sale-at-220-central-park-south.html,2020-01-03T14:30:06+0000,article,RealEstate,Real Estate,News,The Year Ended With Another Big Sale at 220 Central Park South,The Year Ended With Another Hefty Sale at a Manhattan Tower,Vivian Marino
312,https://www.nytimes.com/2020/01/03/health/geriatricians-shortage.html,2020-01-03T14:41:37+0000,article,Science,Health,News,Older People Need Geriatricians. Where Will They Come From?,We Need Geriatricians. Where Will They Come From?,Paula Span
313,https://www.nytimes.com/interactive/2020/01/03/movies/critics-oscar-nominees.html,2020-01-03T15:00:01+0000,multimedia,Movies,Movies,Interactive Feature,And the 2020 Oscar Nominees Should Be …,,
314,https://www.nytimes.com/2020/01/03/movies/alfre-woodard-clemency.html,2020-01-03T15:00:06+0000,article,Arts&Leisure,Movies,News,One Shattering Scene: Alfre Woodard in ‘Clemency’,One Shattering Scene in ‘Clemency’,Kathryn Shattuck
315,https://www.nytimes.com/2020/01/03/realestate/how-to-protect-yourself-from-real-estate-scams.html,2020-01-03T15:00:07+0000,article,RealEstate,Real Estate,News,How to Protect Yourself From Real Estate Scams,How to Protect Yourself From Real Estate Scams,Caroline Biggs
317,https://www.nytimes.com/2020/01/03/arts/music/die-tote-stadt-munich.html,2020-01-03T15:00:10+0000,article,Arts&Leisure,Arts,News,How a Forgotten Opera Made a Big Comeback,‘The Dead City’ Lives Again,Joshua Barone
316,https://www.nytimes.com/2020/01/03/arts/television/the-new-pope-john-malkovich.html,2020-01-03T15:00:10+0000,article,Arts&Leisure,Arts,News,‘The New Pope’ Looks a Lot Like John Malkovich,John Malkovich Ascends to the Throne,Phoebe Reilly
318,https://www.nytimes.com/2020/01/03/arts/design/kentucky-opioid-recovery-luthiery.html,2020-01-03T15:00:14+0000,article,Arts&Leisure,Arts,News,"In Appalachia, Crafting a Road to Recovery With Dulcimer Strings",An Appalachian Trail to Recovery,Patricia Leigh Brown
319,https://www.nytimes.com/2020/01/03/opinion/qassim-suleimani-death.html,2020-01-03T15:18:08+0000,article,OpEd,Opinion,Op-Ed,Qassim Suleimani’s Killing Will Unleash Chaos,,Barbara Slavin
320,https://www.nytimes.com/2020/01/03/dining/what-to-cook-this-weekend.html,2020-01-03T15:30:00+0000,article,Dining,Food,News,What to Cook This Weekend,,Sam Sifton
321,https://www.nytimes.com/2020/01/03/world/europe/soleimani-iran-nuclear.html,2020-01-03T15:36:21+0000,article,Foreign,World,News,"Suleimani’s Gone, and the Iran Nuclear Deal May Be Next",U.S. Strike May Have Dealt a Fatal Blow to Nuclear Deal,Steven Erlanger
322,https://www.nytimes.com/2020/01/03/arts/dance/ode-jeroboam-bozeman-alvin-ailey.html,2020-01-03T15:44:54+0000,article,Culture,Arts,News,Helping the Dead Ascend,,Gia Kourlas
323,https://www.nytimes.com/2020/01/03/nyregion/nyc-parking-meters.html,2020-01-03T15:55:21+0000,article,Metro,New York,News,Parking Meters Are Rejecting Credit Cards in Y2K-Type Glitch,End Times for Meters: Software Glitch Greets New Decade With Chaos,Corey Kilgannon
324,https://www.nytimes.com/2020/01/03/us/politics/democratic-candidates-qassem-soleimani.html,2020-01-03T15:55:31+0000,article,Politics,U.S.,News,Airstrike Pushes National Security to Forefront of 2020 Race,Airstrike Pushes Foreign Policy To Front of Presidential Race,Alexander Burns
325,https://www.nytimes.com/2020/01/03/dining/dinner-party-menu-david-tanis.html,2020-01-03T15:56:38+0000,article,Dining,Food,News,A January Dinner Party That Doesn’t Deprive,Short Days Need to Be Long on Flavor,David Tanis
326,https://www.nytimes.com/2020/01/03/world/middleeast/trump-iran-iraq.html,2020-01-03T16:14:28+0000,article,Washington,World,News,U.S. and Iran Exchange More Threats as Democrats Question Timing of Strike,Trump Warns Iran As Ayatollah Vows Revenge,"Michael Crowley, Peter Baker, Edward Wong and Maggie Haberman"
327,https://www.nytimes.com/video/world/middleeast/100000006902165/baghdad-airport-strike-reaction-soleimani.html,2020-01-03T16:35:56+0000,multimedia,,World,Video,Video Shows Aftermath of U.S. Strike That Killed Top Iran Commander,,David Botti and Nilo Tabrizy
328,https://www.nytimes.com/2020/01/03/movies/the-grudge-review.html,2020-01-03T17:06:15+0000,article,Culture,Movies,Review,‘The Grudge’ Review: A Curse That Can’t Be Lifted,This Old Curse Rings a Bit Hollow,Ben Kenigsberg
329,https://www.nytimes.com/2020/01/03/arts/design/syd-mead-dead.html,2020-01-03T17:15:00+0000,article,Obits,Arts,Obituary (Obit),"Syd Mead, 86, Maker of Future Worlds in ‘Blade Runner’ and More, Dies","Syd Mead, Who Envisioned the Future and Then Designed It, Is Dead at 86",Neil Genzlinger
330,https://www.nytimes.com/2020/01/03/magazine/behind-the-cover-how-to-get-out-of-prison.html,2020-01-03T17:30:02+0000,article,Magazine,Magazine,News,Behind the Cover: How to Get Out of Prison,,
331,https://www.nytimes.com/2020/01/03/dining/the-new-thestew.html,2020-01-03T17:30:04+0000,article,Dining,Food,News,The New #TheStew,Five Weeknight Dishes,Emily Weinstein
332,https://www.nytimes.com/2020/01/03/arts/music/peter-mattei-wozzeck.html,2020-01-03T17:32:36+0000,article,Culture,Arts,News,Method to the Madness: Peter Mattei on Becoming Wozzeck,"Descending, Admirably, Into Insanity",Michael Cooper
333,https://www.nytimes.com/2020/01/03/nyregion/david-hay-child-sex-crime.html,2020-01-03T17:36:06+0000,article,Metro,New York,News,"Top Education Official Planned to Meet Boy for Sex, Prosecutors Say","Top Education Official Planned to Meet Boy for Sex, Prosecutors Say",Eliza Shapiro and William K. Rashbaum
334,https://www.nytimes.com/2020/01/03/arts/vaughan-oliver-dead.html,2020-01-03T17:50:46+0000,article,Obits,Arts,Obituary (Obit),"Vaughan Oliver, 62, Dies; His Designs Gave Indie Rock ‘Physical Dimension’","Vaughan Oliver, 62, Who Imagined Album Covers to Accompany Each Band’s Music",Daniel E. Slotnik
335,https://www.nytimes.com/2020/01/03/magazine/history-war-six-drugs.html,2020-01-03T17:55:55+0000,article,Magazine,Magazine,News,A History of War in Six Drugs,,C. J. Chivers
336,https://www.nytimes.com/2020/01/03/world/middleeast/israel-soleimani.html,2020-01-03T18:02:51+0000,article,Foreign,World,News,"Israel Lauds Suleimani Assassination, Though With Caution",,Isabel Kershner
337,https://www.nytimes.com/2020/01/03/world/middleeast/suleimani-dead.html,2020-01-03T18:03:45+0000,article,Express,World,News,What to Know About the Death of Iranian General Suleimani,,Karen Zraick
338,https://www.nytimes.com/2020/01/03/world/europe/discrimination-against-vegans.html,2020-01-03T18:17:25+0000,article,Foreign,World,News,"‘Ethical Veganism’ Is a Philosophical Belief, British Court Rules","‘Ethical Veganism’ Should Be Protected in the Workplace, a British Court Decides",Elian Peltier
339,https://www.nytimes.com/2020/01/03/business/johnson-johnson-baby-powder-new-mexico-suit.html,2020-01-03T18:43:44+0000,article,Business,Business Day,News,Johnson & Johnson Sued Over Baby Powder by New Mexico,,Tiffany Hsu
340,https://www.nytimes.com/2020/01/03/us/methodist-split-gay-marriage.html,2020-01-03T18:47:08+0000,article,National,U.S.,News,United Methodist Church Announces Plan to Split Over Same-Sex Marriage,Methodists Agree to Split on Same-Sex Marriage,Campbell Robertson and Elizabeth Dias
341,https://www.nytimes.com/2020/01/03/us/politics/iran-news.html,2020-01-03T18:48:36+0000,article,Washington,U.S.,News,Congressional Leaders Call for Details After U.S. Airstrike on Suleimani,Majority Leader Says a Briefing for the Senate Is Scheduled for Next Week,Catie Edmondson
342,https://www.nytimes.com/2020/01/03/style/love-letter-a-divorced-couple-remarries.html,2020-01-03T19:00:06+0000,article,Styles,Style,News,Love Letter: A Divorced Couple Remarries,,Charanna Alexander
